OCLC,TITLE,AUTHORS,PUB_DATE,PUBLISHER,GENRE,SUMMARY,FORMAT,RECORD #(BIBLIO),CALL #(BIBLIO),LANG,LOCATION,SUBJECT
511522,Deficiencies in hydrologic research.,Thorndike Saville,1940,U.S. Govt. Print. Off.,,,29 cm,b30834594,Pr 32.302:H 99,eng,"hgxx0,hsxx0",Water-supply -- United States
24037643,Complete text of the All-American Canal contract,,1932,Imperial Irrigation District,,,24 cm,b34123167,TC425.C6 C66 1932,eng,hsxx0,All-American Canal System (U.S.)
70057395,Alice's garden,"Ralph A Clevenger,  Park  Alice Keck ,  Anne-Marie Castleberg",2005,Santa Barbara Botanic Garden,,,24 x 31 cm,b38631611,SB466 .U7 A815 2005,eng,rxxx0,"Alice Keck Park Memorial Garden (Santa Barbara, Calif.) -- Pictorial works;""Botanical gardens -- California -- Santa Barbara -- Pictorial works"";""Gardens -- California -- Santa Barbara -- Pictorial works"";""Urban parks -- California -- Santa Barbara -- Pictorial works"";""Park, Alice Keck, 1918-1977"""
4118610,The observer's book of garden flowers,"Arthur E King,  G  A  R Phillips",1957,F. Warne,,,15 cm.,b38631660,SB407 .K564 1958,eng,rxxx0,"Gardening;""Flowers"";""Flower gardening"""
677208513,Fleurs de la Palestine,Hannah Zeller,1876,C.F. Spittler,Pictorial works ,,,b38631672,QK378 .Z44 1876,fre,rxxx0,"Botany -- Pictorial works;""Botany -- Palestine"""
4836503,Lexicon of succulent plants,Hermann Jacobsen,1977,Blandford Press,,,25 cm,b38631684,QK495.S91 J32 1977,eng,rxxx0,Succulent plants
813376809,Fu hao Zhongguo,,2012,Hunan mei shu chu ban she,,,30 cm.,b38631714,DS721 .F797 2012,chi,haxx0,China -- Civilization
814382176,Jian nan yu hui huang (1921-1949,,2012,Guo jia tu shu guan chu ban she,Catalogs   History ,Summary in vernacular field only ,30 cm,b38631702,DS773.89 .J534 2011,chi,haxx0,"China -- History -- Republic, 1912-1949 -- Sources -- Exhibitions;""880-07 Zhongguo gong chan dang -- History -- Sources -- Exhibitions"";""880-08 Zhongguo guo jia tu shu guan -- Catalogs"""
39339112,Desert lore of Southern California,Choral Pepper,1999,Sunbelt Publications,Local history   Guidebooks ,,23 cm.,b38631738,F867 .P47 1999,eng,rxxx0,"Deserts -- California, Southern -- Guidebooks;""Folklore -- California, Southern"";""Desert ecology -- California, Southern -- Guidebooks"";""California, Southern -- History, Local"";""California, Southern -- Guidebooks"""
25116484,Butterflies of southeastern Arizona,Richard A Bailowitz,1991,"Sonoran Arthropod Studies, Inc.",Identification guides ,,23 cm,b3863174x,QL551.A6 B35 1991,eng,rxxx0,Butterflies -- Arizona -- Identification
356546657,A field guide to medicinal plants and herbs of eastern and central North America,"James A  Duke,  Steven Foster",1999,Houghton Mifflin Co.,Identification guides ,,19 cm.,b38631763,QK99.U6 F68 1999,eng,rxxx0,"Medicinal plants -- East (U.S.) -- Identification;""Medicinal plants -- Middle West -- Identification"";""Medicinal plants -- Canada, Eastern -- Identification"""
62282438,North American mushrooms,"Orson K Miller,  Hope Miller",2006,Falcon Guide,Pictorial works ,With more than 600 brilliant color photographs  detailed line drawings  informative and illuminating descriptions  and critical identification keys  North American Mushrooms is the definitive guide to the fungi of the United States and Canada  This comprehensive book for expert and amateur alike offers tips on how  where  and when to collect wild mushrooms; suggestions for culinary uses; a section on mushroom toxins; and pictorial keys and glossaries to aid the user in precise identification  This is a must-have reference book for anyone interested in wild mushrooms  their uses  and their habitats ,23 cm.,b38631787,QK605 .M55 2006,eng,rxxx0,"Mushrooms -- United States -- Identification;""Mushrooms -- Canada -- Identification"";""Mushrooms -- United States -- Pictorial works"";""Mushrooms -- Canada -- Pictorial works"""
13280489,The Ericaceae of the high mountains of New Guinea,"P  vanRoyen,  Paul J Kores",1982,J. Cramer,,,23 cm,b38631799,QK495.E68 R69 1982,eng,rxxx0,Mountain plants -- New Guinea
3585093,Los Angeles County Museum of Art handbook.,,1977,The Museum,Catalogs ,,23 cm,b14610061,N582.L7 A645,eng,"dsxx0,hxxx0","Art -- California -- Los Angeles -- Catalogs;""Los Angeles County Museum of Art"""
20581289,Desert cantos,"Richard Misrach,  Reyner Banham",1987,University of New Mexico Press,Illustrated works ,,24 x 31 cm,b15677126,TR660.5 .M58 1987b,eng,"dsxx0,hxxx0","Landscape photography -- Southwest, New;""Deserts -- Southwest, New -- Pictorial works"""
838201159,Mudras of India,"Revital Carroll,  Cain Carroll,  David Frawley",2013,Singing Dragon,,,,b38631234,BL1226.82.M93 C37 2013,eng,txxx0,"Mudrās (Hinduism);""Yoga"";""Gesture in dance -- India"""
850895960,L'impressionnisme littéraire,  Virginie Pouzet-Duzer,2013,Presses universitaires de Vincennes,Criticism  interpretation  etc   History ,,22 cm.,b38587221,PQ2541.A78 P68 2013,fre,hxxx0,"Impressionism in literature;""Impressionism (Art) -- France"";""French literature -- History and criticism"";""Art and literature -- France -- History -- 19th century"""
42200446,"Alfred Stieglitz, photographs &amp; writings","  Alfred Stieglitz,  Stieglitz  Alfred ,  Sarah Greenough,  Juan Hamilton",1999,"National Gallery of Art, Bulfinch Press",Exhibition catalogs ,,37 cm,b25593390,TR647 .S84 1999,eng,"dsxx0,hxxx0","Photography, Artistic -- Exhibitions;""Stieglitz, Alfred, 1864-1946"""
55610107,The whole world was watching,Tom Hayden,1996,Panorama West Pub.,,,21 cm,b38494905,E178 .W6 1996,eng,"hxxx0,hsxx0","Political aspects -- United States;""United States -- History"";""Social aspects -- United States"""
4136394,Georgia O'Keeffe,"O\Keeffe  Georgia \\\\\\,  Alfred Stieglitz,  \Georgia \\\O\Keeffe\\,  ",1978,"Distributed by the Viking Press, The Metropolitan Museum of Art",Portraits ,A book of photographs of Georgia OKeeffe taken by Alfred Stieglitz  The selection to be printed was selected by OKeeffe  herself ,36 cm,b13955779,ND 237 O5 S75,eng,"dsxx0,hxxx0","O'Keeffe, Georgia, 1887-1986"
19055323,Nichi-Ro sensō,Tetsuo Furuya, 63 1988 1966,Chūō Kōronsha,,,18 cm.,b38590530,DS517 .F86 1988,jpn,haxx0,"Russo-Japanese War, 1904-1905"
39658245,Aztlán and Viet Nam,George Mariscal,1999,University of California Press,,A collection of writings that explores the experiences of Mexican-Americans during the Vietnam War  both on the warfront and at home; featuring over sixty short stories  poems  speeches  and articles ,23 cm.,b25375921,DS559.8.M39 A95 1999,eng,hxxx0,"Vietnam War, 1961-1975 -- Participation, Mexican American;""Mexican American soldiers -- Vietnam"""
964319,Plato's the republic,Plato ,1941,The Modern library,Utopian fiction   Early works ,,19 cm.,b3863367x,JC71 .P35,eng,phxx0,"Political science -- Early works to 1800;""Utopias -- Early works to 1800"";""Justice -- Early works to 1800"""
39676413,Republic,"Robin Waterfield,  Plato ",1998,Oxford University Press,Early works ,,20 cm.,b38633681,JC71 .P35 1998,eng,phxx0,"Political science -- Early works to 1800;""Utopias"""
12345018,Individual and community,Chester G  Starr,1986,Oxford University Press,,,22 cm,b38633693,JC73 .S68 1986,eng,phxx0,Greece -- Politics and government -- To 146 B.C
14933454,The Athenian Assembly in the age of Demosthenes,  Mogens Herman Hansen,1987,B. Blackwell,,,24 cm.,b3863370x,JC79.A8 H3413 1987,eng,phxx0,"Athens (Greece). Ekklesia;""Athens (Greece) -- Politics and government"""
16713288,The origins of democratic thinking,  Cynthia Farrar,1988,Cambridge University Press,History ,,24 cm,b38633711,JC75.D36 F37,eng,phxx0,"Democracy -- History;""Political science -- Greece -- History"";""Political science -- History"""
24685082,The classical Athenian democracy,D  L Stockton,1991,Oxford University Press,History ,,22 cm,b38633723,JC79.A8 S74 1991,eng,phxx0,"Democracy -- Greece -- Athens -- History;""Athens (Greece) -- Politics and government"""
18413223,Mass and elite in democratic Athens,Josiah Ober,1989,Princeton University Press,,,24 cm,b38633735,JC79.A8 O24 1989,eng,phxx0,"Athens (Greece) -- Politics and government;""Political participation -- Greece -- Athens"";""Political leadership -- Greece -- Athens"""
11784236,Democracy ancient and modern,M  I Finley,1985,Rutgers University Press,History ,This elegant and provocative book is perhaps more important now than when it was first published  The three essays that comprised the first edition developed a remarkable discourse between ancient Greek and modern conceptions of democracy  in the belief that each society could help us understand the other  To the original three essays  Sir M I  Finley has added two that clarify and elaborate the thinking of the first edition  The two new essays  Athenian Dialogues and Censorship in Classical Antiquity combine with Leaders and Followers  Democracy  Consensus  and the National Interest  Socrates and After to make this book an unusual inquiry  Few contemporary writers are able to bring to the subject the depth of learning and the persuasive power of language that Sir M I  Finley brings ,22 cm.,b38633747,JC79.A8 F5 1985,eng,phxx0,"Athens (Greece) -- Politics and government;""Democracy -- History"""
34320395,"A history of medieval political thought, 300-1450",Joseph Canning,1996,Routledge,History ,Joseph Cannings survey of medieval political thought is grounded in a wide range of primary source material  He has also brought together the latest research  much of which is now made available in English for the first time  The result is a comprehensive yet accessible one-volume account of medieval political thought from around 300 to 1450  The book covers four periods  each with a different focus  From 300 to 750 Canning examines Christian ideas of rulership  The often neglected centuries from 750 to 1050  the Carolingian period and its aftermath  are given special attention  From 1050 to 1290 the conflict between temporal and spiritual power and the revived legacy of antiquity comes to the fore  Finally  in the period from 1290 to 1450  Canning focuses on the confrontation with political reality in ideas of church and state  and in juristic thought ,23 cm,b38633759,JC111 .C33 1996,eng,phxx0,"Political science -- History;""Philosophy, Medieval"""
5410827,"Alexis de Tocqueville on democracy, revolution, and society","John Stone,  Alexis de Tocqueville,  Stephen Mennell",1980,University of Chicago Press,,The nineteenth-century French writer examines the development of democratic government in the United States and the state of political and social life ,22 cm.,b38633760,JC229 .T7713 1980,eng,phxx0,"Political science;""Sociology"""
16578709,Basic political writings,"  Jean-Jacques Rousseau,  Donald A Cress",1987,Hackett Pub. Co.,,,23 cm,b38633772,JC179 .R7 1987b,eng,phxx0,Political science
303541765,The prince,Niccolo\\xcc\\x80 Machiavelli,2008,Brandywine Studio Press,Early works ,,23 cm,b38633784,JC143 .M3813 2008,eng,phxx0,"Political science -- Early works to 1800;""Political ethics -- Early works to 1800"""
753309279,The death of Mao,"Mao  Zedong ,  James Palmer,  ",2012,Faber and Faber,History ,In the summer of 1976  Mao lay dying  and China was struck by a great natural disaster  The earthquake that struck Tangshan  a shoddily built mining city  was one of the worst in recorded history  killing half a million people ,24 cm,b36585750,DS777.75 .P35 2012,eng,hxxx0,"Mao, Zedong, 1893-1976 -- Death and burial;""Tangshan Earthquake, China, 1976"";""China -- Politics and government -- 1949-"""
825106782,Invention of space,Enric Bou,2012,Iberoamericana Vervuert,Criticism  interpretation  etc ,,23 cm.,b38586666,PQ6073.C56 B68 2012,eng,hxxx0,"Spanish literature -- 20th century -- History and criticism;""Cities and towns in literature"";""Public spaces in literature"";""Travel in literature"";""Space and time in literature"";""Travelers' writings, Spanish -- History and criticism"""
6569557,The history of feudalism,David Herlihy,1979 1970,Humanities Press,Sources ,,21 cm,b38633802,JC111 .H45,eng,phxx0,Feudalism -- Sources
813691481,The invention of Peter,  George E Demacopoulos,2013,University of Pennsylvania Press,,On the first anniversary of his election to the papacy  Leo the Great stood before the assembly of bishops convening in Rome and forcefully asserted his privileged position as the heir of Peter the Apostle  This declaration marked the beginning of a powerful tradition: the Bishop of Rome would henceforth leverage the cult of St  Peter  and the popular association of St  Peter with the city itself  to his advantage  In The Invention of Peter  George E  Demacopoulos examines this Petrine discourse  revealing how the link between the historic Peter and the Roman Church strengthened  shifted  and evolved during the papacies of two of the most creative and dynamic popes of late antiquity  ultimately shaping medieval Christianilty as we now know it  By emphasizing the ways in which this rhetoric of apostolic privilege was employed  extended  transformed  or resisted between the reigns iof Leo the Great and Gregory the Great  Demacopoulos offers an alternate account of papal history that challenges the dominant narrative of an inevitable and unbroken rise in papal power from late antiquity through the Middle Ages  He unpacks escalating claims to ecclesiastical authority  demonstrating how this rhetoric  which almost always invokes a link to St  Peter  does not necessarily represent actual power or prestige but instead reflects moments of papal anxiety and weakness  Through its nuanced examination of an array of episcopal activities--diplomatic  pastoral  political  and administrative--The Invention of Peter offers a new perspective on the emergence of papal authority and illuminates the influence that Petrine discourse exerted on the survival and exceptional status of the Bishop of Rome --Jacket ,24 cm.,b38565134,BX1805 .D377 2013,eng,hxxx0,"Popes -- Primacy -- History of doctrines -- Early church, ca. 30-600;""Petrine office -- History of doctrines -- Early church, ca. 30-600"""
